row1
96.90403938293457
111.12070083618164
587.7535343170166
646.1324691772461
438.4908676147461
593.6858654022217
368.0756092071533
1252.6581287384033
1972.0330238342285
1479.9692630767822
1547.0199584960938
1518.9838409423828
1563.145399093628
974.4830131530762
1291.6622161865234
3645.8916664123535
3195.239543914795
1436.7713928222656
2004.8987865447998
1336.3852500915527
1626.7600059509277
1183.5572719573975
127.15697288513184
740.5478954315186
183.54368209838867
237.25008964538574
166.0466194152832
323.4071731567383
369.7524070739746
192.49224662780762
543.7328815460205
282.9296588897705
