Thời gian xử lý,Số lượng nước đi
39.205312728881836,40
57.5411319732666,83
41.51487350463867,123
39.02029991149902,173
128.30471992492676,239
123.17371368408203,306
48.54941368103027,359
83.61029624938965,428
41.01896286010742,484
60.04214286804199,535
45.24374008178711,585
60.271501541137695,633
57.901859283447266,693
97.4123477935791,755
58.14027786254883,818
70.05095481872559,879
85.82067489624023,936
79.96702194213867,996
39.80517387390137,1048
17.48800277709961,1094
15.241861343383789,1140
18.325090408325195,1184
17.439842224121094,1226
10.818004608154297,1267
15.555858612060547,1312
11.565208435058594,1347
11.318445205688477,1380
10.153532028198242,1413
9.020090103149414,1443
11.51418685913086,1475
15.070438385009766,1507
11.524200439453125,1539
9.0484619140625,1573
8.56781005859375,1606
8.921146392822266,1637
8.30698013305664,1668
15.027046203613281,1699
5.501508712768555,1730
8.008241653442383,1761
8.562326431274414,1792
7.202863693237305,1820
4.036426544189453,1849
2.048492431640625,1862
1.0466575622558594,1878
0.8668899536132812,1893
2.3810863494873047,1908
2.500772476196289,1923
3.991842269897461,1939
2.8836727142333984,1954
2.2118091583251953,1973
1.009225845336914,1986
0.9758472442626953,1999
0.0,2010
0.0,2021
0.9095668792724609,2034
1.1336803436279297,2045
0.0,2056
2.475738525390625,2068
0.9243488311767578,2079
2.370119094848633,2090
1.0020732879638672,2101
0.5044937133789062,2112
1.0170936584472656,2125
0.9946823120117188,2136
1.003265380859375,2147
0.9946823120117188,2158
0.9965896606445312,2169
2.733469009399414,2180
0.9984970092773438,2191
1.0001659393310547,2203
0.0,2214
1.1208057403564453,2225
1.1088848114013672,2236
0.5037784576416016,2247
1.001596450805664,2258
1.5702247619628906,2269
0.5087852478027344,2280
0.0,2291
0.9999275207519531,2303
1.0004043579101562,2314
1.0013580322265625,2325
0.0,2336
0.9999275207519531,2347
0.9171962738037109,2360
0.0,2371
1.0914802551269531,2383
0.9524822235107422,2394
0.0,2405
1.0018348693847656,2416
1.0001659393310547,2428
0.9996891021728516,2439
0.0,2450
1.0111331939697266,2461
0.9753704071044922,2472
0.9961128234863281,2483
1.0006427764892578,2494
1.9876956939697266,2507
0.5087852478027344,2518
1.092672348022461,2531
1.0116100311279297,2542
