Thời gian xử lý,Số lượng nước đi
38.46883773803711,20
49.28421974182129,62
47.54209518432617,104
65.86790084838867,146
76.71928405761719,194
69.1061019897461,261
96.69351577758789,335
76.2026309967041,396
48.97737503051758,454
39.05820846557617,502
37.088871002197266,552
50.115108489990234,605
64.09072875976562,658
71.99835777282715,720
59.717416763305664,784
32.86433219909668,836
33.1575870513916,900
63.95697593688965,962
13.273239135742188,1007
4.07099723815918,1052
3.0069351196289062,1098
1.9423961639404297,1143
0.0,1185
0.9961128234863281,1228
0.9775161743164062,1270
3.5185813903808594,1317
3.5305023193359375,1352
4.059076309204102,1387
2.0029544830322266,1417
3.015756607055664,1448
2.984762191772461,1480
7.561206817626953,1512
2.5131702423095703,1545
3.866910934448242,1579
2.3462772369384766,1610
3.5152435302734375,1643
0.9980201721191406,1671
1.9767284393310547,1705
2.421855926513672,1736
2.310037612915039,1766
2.4673938751220703,1797
1.0023117065429688,1823
1.5156269073486328,1852
1.0037422180175781,1868
1.0001659393310547,1884
2.923727035522461,1898
2.3293495178222656,1914
3.0024051666259766,1929
1.024484634399414,1944
0.9951591491699219,1960
1.0080337524414062,1978
1.0921955108642578,1994
0.5426406860351562,2005
1.001596450805664,2016
0.0,2027
0.0,2040
0.9989738464355469,2051
1.5230178833007812,2062
0.9949207305908203,2073
1.0063648223876953,2084
1.001596450805664,2095
0.904083251953125,2106
0.9999275207519531,2119
0.8900165557861328,2130
0.9989738464355469,2141
0.99945068359375,2152
0.5054473876953125,2163
0.9996891021728516,2174
3.657102584838867,2186
1.0068416595458984,2197
1.0085105895996094,2208
0.9653568267822266,2219
0.5254745483398438,2230
0.9980201721191406,2241
0.9622573852539062,2252
1.0051727294921875,2263
1.0008811950683594,2274
0.9977817535400391,2286
1.0592937469482422,2297
0.99945068359375,2308
1.0290145874023438,2320
0.8916854858398438,2331
0.9980201721191406,2342
0.0,2353
0.9977817535400391,2366
0.9012222290039062,2377
0.0,2388
0.5078315734863281,2399
1.0004043579101562,2411
0.0,2422
1.5370845794677734,2433
1.0046958923339844,2445
0.9984970092773438,2456
1.512765884399414,2467
2.014636993408203,2478
1.0001659393310547,2489
1.0120868682861328,2500
0.9965896606445312,2513
0.8602142333984375,2524
1.0547637939453125,2537
